anime,season,year,category,songname,artist,link,status
Tensei shitara Slime Datta Ken OVA,,1900,Ending Theme,Little Soldier (リトルソルジャー),Azusa Tadokoro,https://open.spotify.com/track/4ESR8uG70TFcWKqtePEJpo,
Tensei shitara Slime Datta Ken: Kanwa,,1900,Opening Theme,Meguru Mono (メグルモノ),Takuma Terashima,https://open.spotify.com/track/4ssMX3TcBfOlyWRvQxJywV,
Tensei shitara Slime Datta Ken: Kanwa,,1900,Ending Theme,Little Soldier (リトルソルジャー),Azusa Tadokoro,https://open.spotify.com/track/4ESR8uG70TFcWKqtePEJpo,
Tensei shitara Slime Datta Ken: Kanwa,,1900,Opening Theme,Meguru Mono (メグルモノ),Takuma Terashima,https://open.spotify.com/track/4ssMX3TcBfOlyWRvQxJywV,
Tensei shitara Slime Datta Ken: Kanwa,,1900,Ending Theme,Little Soldier (リトルソルジャー),Azusa Tadokoro,https://open.spotify.com/track/4ESR8uG70TFcWKqtePEJpo,
Tensura Nikki: Tensei shitara Slime Datta Ken (The Slime Diaries),Spring 2021,2021,Opening Theme,Brand new diary,Akane Kumada,https://open.spotify.com/track/4aSzSvyXczlaKMxQs3rbGh,
Tensura Nikki: Tensei shitara Slime Datta Ken (The Slime Diaries),Spring 2021,2021,Ending Theme,Brand new diary,Akane Kumada,https://open.spotify.com/track/4aSzSvyXczlaKMxQs3rbGh,
Tensura Nikki: Tensei shitara Slime Datta Ken (The Slime Diaries),Spring 2021,2021,Ending Theme,Kamona Tempest! (カモナ・テンペスト！),"Rimuru (Miho Okasaki), Great Sage (Megumi Toyoguchi), Veldora (Maeno Tomoaki), Shuna (Sayaka Senbongi), Shion (M.A.O), Ranga (Chikahiro Kobayashi), Gobuta (Asuna Tomari)",https://open.spotify.com/track/5WwhNYUfcAXQeR01IK8vAU,
Tensura Nikki: Tensei shitara Slime Datta Ken (The Slime Diaries),Spring 2021,2021,Ending Theme,Oyasumi Orange (おやすみオレンジ),Rimuru (Miho Okasaki),https://open.spotify.com/track/7wlcwTQ6isc29tDRo9c0DC,
The God of High School,Summer 2020,2020,Opening Theme,Contradiction feat. Tyler Carter,KSUKE,https://open.spotify.com/track/2yuyPke3xjantGgapFPH3e,
The God of High School,Summer 2020,2020,Ending Theme,WIN,CIX,https://open.spotify.com/track/7apQPgVEiRpAIFe8VaeB7h,
To LOVE-Ru (To Love Ru),Spring 2008,2008,Opening Theme,forever we can make it!,THYME,https://open.spotify.com/track/1ZyO5l7Lg7fAX9s0VOA4jf,
To LOVE-Ru (To Love Ru),Spring 2008,2008,Ending Theme,Lucky Tune (ラッキーチューン),Anna (BON-BON BLANCO),https://open.spotify.com/track/3RjGbCcqfrACquSx7eK3zs,
To LOVE-Ru (To Love Ru),Spring 2008,2008,Ending Theme,kiss no Yukue (kissの行方),Anna,https://open.spotify.com/track/1ahskQWsnILOl652I2z1pg,
To LOVE-Ru Darkness (To LOVE Ru Darkness),Fall 2012,2012,Opening Theme,RAKUEN PROJECT (楽園PROJECT),Ray,https://open.spotify.com/track/06xV6DYi7Y9FLF4gmT97gz,
To LOVE-Ru Darkness (To LOVE Ru Darkness),Fall 2012,2012,Ending Theme,Foul Play ni Kurari (ファールプレーにくらり),Kanon Wakeshima,https://open.spotify.com/track/0xPvK69Cm1zwgvFEqKO1L6,
To LOVE-Ru Darkness 2nd (To LOVE Ru Darkness 2),Summer 2015,2015,Opening Theme,secret arms,Ray,https://open.spotify.com/track/2TfN9J3N1T1ZXPobZjJqHi,
To LOVE-Ru Darkness 2nd (To LOVE Ru Darkness 2),Summer 2015,2015,Ending Theme,Gardens,Mami Kawada,https://open.spotify.com/track/5gd2ZeWDfYlVztPeSJkzXM,
To LOVE-Ru Darkness 2nd Specials (To LOVE Ru Darkness 2 Specials),,1900,Opening Theme,secret arms,Ray,https://open.spotify.com/track/2gf0opwEqL1OmIQT8WdhOJ,
To LOVE-Ru Darkness 2nd Specials (To LOVE Ru Darkness 2 Specials),,1900,Ending Theme,Gardens,Mami Kawada,https://open.spotify.com/track/5gd2ZeWDfYlVztPeSJkzXM,
To LOVE-Ru Darkness OVA,,1900,Opening Theme,RAKUEN PROJECT (楽園PROJECT),Ray,https://open.spotify.com/track/06xV6DYi7Y9FLF4gmT97gz,
To LOVE-Ru OVA,,1900,Opening Theme,Yattekoi! Daisuki,Haruka Tomatsu and Sayuri Yahagi, ,
To LOVE-Ru OVA,,1900,Ending Theme,Apple Panic!? (あっぷる・ぱにっく!?),Haruka Tomatsu and Sayuri Yahagi, ,
To LOVE-Ru OVA,,1900,Ending Theme,Lucky tune (ラッキーチューン),Anna,https://open.spotify.com/track/1Xv9mC4kjcmVbDwPSC7ar2,
Toki wo Kakeru Shoujo (The Girl Who Leapt Through Time),,1900,Opening Theme,夏空～オープニング・テーマ～ (Summer Sky ~ Opening Theme~),Kiyoshi Yoshida, ,
Toki wo Kakeru Shoujo (The Girl Who Leapt Through Time),,1900,Ending Theme,Garnet (ガーネット),Oku Hanako,https://open.spotify.com/track/46o2j2W4LSLP013d8lZTYy,
Tokyo Ghoul,Summer 2014,2014,Opening Theme,unravel,TK from Ling Tosite Sigure,https://open.spotify.com/track/1rN9QoVxw5U7TJkyaUR8C1,
Tokyo Ghoul,Summer 2014,2014,Ending Theme,unravel,TK from Ling Tosite Sigure,https://open.spotify.com/track/1rN9QoVxw5U7TJkyaUR8C1,
Tokyo Ghoul,Summer 2014,2014,Ending Theme,Seijatachi (聖者たち),People In The Box,https://open.spotify.com/track/4KqsLRDsHTHCMhH5ktgc6K,
Tokyo Ghoul √A,Winter 2015,2015,Opening Theme,Munou (無能),österreich,https://open.spotify.com/track/7qHv2Q41uBorzTguYfbUOw,
Tokyo Ghoul √A,Winter 2015,2015,Ending Theme,Kisetsu wa Tsugitsugi Shindeiku (季節は次々死んでいく),Amazarashi,https://open.spotify.com/track/3LHgNuaakJzH1FVZUB1KAe,
"Tokyo Ghoul: ""Pinto"" (Tokyo Ghoul: Pinto)",,1900,Ending Theme,Munou (無能),österreich,https://open.spotify.com/track/7qHv2Q41uBorzTguYfbUOw,
Tokyo Ghoul:re,Spring 2018,2018,Opening Theme,asphyxia,Cö shu Nie,https://open.spotify.com/track/3f3FDZajRpcLQGln7OZqdi,
Tokyo Ghoul:re,Spring 2018,2018,Ending Theme,HALF,Ziyoou-vachi,https://open.spotify.com/track/2EGyafrR4GcmkKMfAExUVd,
Tokyo Ghoul:re 2nd Season,Fall 2018,2018,Opening Theme,katharsis,TK from Ling Tosite Sigure,https://open.spotify.com/track/7MtpXnAhLKdkXjoFaK95TB,
Tokyo Ghoul:re 2nd Season,Fall 2018,2018,Ending Theme,Rakuen no Kimi (楽園の君),osterreich,https://open.spotify.com/track/5TRKqKtEQeG0uhnEErhlwi,
Tokyo Godfathers,,1900,Ending Theme,Ode to Joy,Moonriders, ,
Tokyo Magnitude 8.0,Summer 2009,2009,Opening Theme,Kimi no Uta(キミノウタ),abingdon boys school,https://open.spotify.com/track/3Y8srtSjcTJ0n6O0FbZCVt,
Tokyo Magnitude 8.0,Summer 2009,2009,Ending Theme,M/elody,Shion Tsuji,https://open.spotify.com/track/1nCwb2dvjXcBqC7vqyHcJA,
Tokyo Revengers,Spring 2021,2021,Opening Theme,Cry Baby,Official HiGE DANdism,https://open.spotify.com/track/7vBX6cVsCPFSx2C58hpZ4f,
Tokyo Revengers,Spring 2021,2021,Ending Theme,Koko de Iki wo shite (ここで息をして),eill,https://open.spotify.com/track/1P1PgGMrzIVMju7TOqMGBy,
Tokyo Revengers,Spring 2021,2021,Ending Theme,Tokyo Wonder. (トーキョーワンダー。),Nakimushi (泣き虫☔︎),https://open.spotify.com/track/52VCp2zDroIKLEDcYvCukV,
Tonari no Kyuuketsuki-san,Fall 2018,2018,Opening Theme,†Kyuutie Ladies† (†吸tie Ladies†),"Sophie Twilight (Miyu Tomita), Akari Amano (Yuu Sasahara), Hinata Natsuki (Lynn), Elly (Azumi Waki)", ,
Tonari no Kyuuketsuki-san,Fall 2018,2018,Ending Theme,Happy!! Strange Friends (HAPPY!!ストレンジフレンズ),"Sophie Twilight (Miyu Tomita), Akari Amano (Yuu Sasahara), Hinata Natsuki (Lynn), Erie (Azuki Waki)", ,
Tondemo Skill de Isekai Hourou Meshi,Winter 2023,2023,Opening Theme,Zeitaku na Saji (贅沢な匙),Van de Shop,https://open.spotify.com/track/5ej7gjtseTV4h2avqPGff0,
Tondemo Skill de Isekai Hourou Meshi,Winter 2023,2023,Ending Theme,Happy-go-Journey,Yuuma Uchida,https://open.spotify.com/track/6JcmTPEHDLvwToGpeAukA2,
Tonikaku Kawaii (TONIKAWA: Over The Moon For You),Fall 2020,2020,Opening Theme,Koi no Uta (feat. Tsukasa Yuzaki) (恋のうた (feat. 由崎司)),Yunomi feat. Tsukasa Yuzaki (CV: Akari Kitou), ,
Tonikaku Kawaii (TONIKAWA: Over The Moon For You),Fall 2020,2020,Ending Theme,Tsuki to Hoshizora,KanoeRana,https://open.spotify.com/track/7xnfOaQm2Y8DzusRb8GNt4,
Toradora!,Fall 2008,2008,Opening Theme,Pre-Parade (プレパレード),"Rie Kugimiya, Yui Horie, and Eri Kitamura",https://open.spotify.com/track/29NbleFBZrpwgMSB4W20ph,
Toradora!,Fall 2008,2008,Opening Theme,silky heart,Yui Horie,https://open.spotify.com/track/5UOFQeVsLEZKuX9VMI2qtb,
Toradora!,Fall 2008,2008,Ending Theme,Vanilla Salt (バニラソルト),Yui Horie,https://open.spotify.com/track/77Nr76bprdc5y5fg8d7EaS,
Toradora!,Fall 2008,2008,Ending Theme,Orange (オレンジ),"Rie Kugimiya, Yui Horie, and Eri Kitamura",https://open.spotify.com/track/0071Gho54VLafcbpBSGUku,
Toradora!,Fall 2008,2008,Ending Theme,Holy Night (ホーリーナイト),Rie Kugimiya and Eri Kitamura,https://open.spotify.com/track/5ddIxPpqLDN5KgzbdwvBKk,
Toradora!: Bentou no Gokui (Toradora!: Bento Battle),,1900,Opening Theme,Pre-Parade (プレパレード),"Rie Kugimiya, Yui Horie, and Eri Kitamura",https://open.spotify.com/track/29NbleFBZrpwgMSB4W20ph,
Toradora!: Bentou no Gokui (Toradora!: Bento Battle),,1900,Ending Theme,Vanilla Salt (バニラソルト),Yui Horie,https://open.spotify.com/track/6ktNE6R8UOtBLLzwXvK5MR,
Trinity Seven,Fall 2014,2014,Opening Theme,Seven Doors,ZAQ,https://open.spotify.com/track/74ZcoP9bqvEvCBJrpEQ3T6,
Trinity Seven,Fall 2014,2014,Ending Theme,BEAUTIFUL≒SENTENCE,Magus Two (メイガス・トゥー) [Lilith Asami (Yumi Hara) & Arin Kannazuki (Aya Uchida)],https://open.spotify.com/track/16aN1qSwpkXjgae7e6NhX6,
Trinity Seven,Fall 2014,2014,Ending Theme,SHaVaDaVa in AMAZING♪,Yui Levi♡ (ユイレヴィ♡) [Levi Kazama (Ayane Sakura) & Yui Kurata (Rie Murakawa)],https://open.spotify.com/track/0qEyfTjqOn9f7bDPduToES,
Trinity Seven,Fall 2014,2014,Ending Theme,"ReSTART ""THE WORLD",TWINKle MAGIC [Liselotte Sherlock (Nao Touyama) & Serina Sherlock (Aya Suzaki)],https://open.spotify.com/track/5pnVCdVg8N4qzhLMn0L4TX,
Trinity Seven,Fall 2014,2014,Ending Theme,TRINITY×SEVENTH＋HEAVEN,Security Politti [Mira Yamana (Yoko Hikasa) & Akio Fudou (Ryoka Yuzuki)],https://open.spotify.com/track/5zYU2xz7MFbQE5yC8Nxs1Y,
Trinity Seven Movie 1: Eternity Library to Alchemic Girl,,1900,Opening Theme,Last Proof,ZAQ,https://open.spotify.com/track/5kBOGJfg82pdma5FGbh3yE,
Trinity Seven Movie 1: Eternity Library to Alchemic Girl,,1900,Ending Theme,Last Proof,ZAQ,https://open.spotify.com/track/5kBOGJfg82pdma5FGbh3yE,
Trinity Seven: Nanatsu no Taizai to Nana Madoushi,,1900,Opening Theme,Seven Doors,ZAQ,https://open.spotify.com/track/74ZcoP9bqvEvCBJrpEQ3T6,
Trinity Seven: Nanatsu no Taizai to Nana Madoushi,,1900,Ending Theme,TRINITY×SEVENTH＋HEAVEN,Security Politti [Mira Yamana (Yoko Hikasa) & Akio Fudou (Ryoka Yuzuki)],https://open.spotify.com/track/5zYU2xz7MFbQE5yC8Nxs1Y,
Tsuki ga Kirei (Tsukigakirei),Spring 2017,2017,Opening Theme,Imakoko (イマココ),Nao Touyama,https://open.spotify.com/track/6AbxO7zCVTzRVlpiccaPso,
Tsuki ga Kirei (Tsukigakirei),Spring 2017,2017,Ending Theme,Tsuki ga Kirei (月がきれい),Nao Touyama,https://open.spotify.com/track/4GvuUzkKVrrS2AOresE5CH,
Tsuki ga Michibiku Isekai Douchuu (Tsukimichi -Moonlit Fantasy-),Summer 2021,2021,Opening Theme,Gamble (ギャンブル),syudou,https://open.spotify.com/track/13So3NLN0wAesr39YSZQef,
Tsuki ga Michibiku Isekai Douchuu (Tsukimichi -Moonlit Fantasy-),Summer 2021,2021,Ending Theme,Aa Jinsei ni Namida Ari (ああ人生に涙あり),Makoto Misumi (CV: Natsuki Hanae) ,https://open.spotify.com/track/5sCRDFUpyagl45kAZJDfWj,
Tsuki ga Michibiku Isekai Douchuu (Tsukimichi -Moonlit Fantasy-),Summer 2021,2021,Ending Theme,Beautiful Dreamer (ビューティフル・ドリーマー),Ezoshika Gourmet Club,https://open.spotify.com/track/7buYkoFrCikSV4nxYTK2OH,
Tsuki ga Michibiku Isekai Douchuu (Tsukimichi -Moonlit Fantasy-),Summer 2021,2021,Ending Theme,"Aa, Jinsei ni Namida Ari (ああ人生に涙あり)","Tomoe (CV: Ayane Sakura), Mio (CV: Akari Kitou) ",https://open.spotify.com/track/5QKxEY6iTHmbXWKZ8Jrb4g,
Tsukumogami Kashimasu (We Rent Tsukumogami),Summer 2018,2018,Opening Theme,Get Into My Heart,Miyavi and Shishido Kafuka,https://open.spotify.com/track/40s6RnBGxprQ42ET12GKkb,
Tsukumogami Kashimasu (We Rent Tsukumogami),Summer 2018,2018,Ending Theme,Koyoi wa Yume wo Misasete (今宵は夢を見させて),Mai Kuraki, ,
Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,Winter 2023,2023,Opening Theme,Ibitsu na Kotoba (イビツナコトバ),DAZBEE,https://open.spotify.com/track/1ru7EpUF1bidYVq1n6VWUz,
Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,Winter 2023,2023,Ending Theme,Hana no You ni (花のように),Anna,https://open.spotify.com/track/5DvmqgXR9UOK6YyOqpIFce,
Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,Winter 2023,2023,Ending Theme,Ibitsu na Kotoba (イビツナコトバ),DAZBEE, ,
Tsurezure Children (Tsuredure Children),Summer 2017,2017,Opening Theme,Aimai Moko (アイマイモコ),Inori Minase,https://open.spotify.com/track/2TXVTQf4YZH9o0kDVUUdjj,
Tsurezure Children (Tsuredure Children),Summer 2017,2017,Ending Theme,Dear,Yui Ogura,https://open.spotify.com/track/09K5OfumZl2DABhhD2urr2,
Tsurune: Kazemai Koukou Kyuudou-bu,Fall 2018,2018,Opening Theme,Naru,Luck Life,https://open.spotify.com/track/256HA7VZeTUiV16XKgvOnd,
Tsurune: Kazemai Koukou Kyuudou-bu,Fall 2018,2018,Ending Theme,Orange Iro (オレンジ色),ChouCho,https://open.spotify.com/track/2h8XYUVJRttb22bWqEI9FE,
Tsurune: Kazemai Koukou Kyuudou-bu,,1900,Opening Theme,Naru,Luck Life,https://open.spotify.com/track/256HA7VZeTUiV16XKgvOnd,
Tsurune: Kazemai Koukou Kyuudou-bu,,1900,Ending Theme,Orange Iro (オレンジ色),ChouCho,https://open.spotify.com/track/2h8XYUVJRttb22bWqEI9FE,
Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka?,Summer 2019,2019,Opening Theme,Iyayo Iyayo mo Suki no Uchi (イヤヨイヤヨモスキノウチ！),Spira Spica (スピラ・スピカ),https://open.spotify.com/track/3cS9L5kLfrhibzyHuowLh4,
Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka?,Summer 2019,2019,Ending Theme,Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki Mama,Mamako Oosuki (Ai Kayano), ,
Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka? Namiuchigiwa no Okaasan wa Suki desu ka?,,1900,Opening Theme,Iyayo Iyayo mo Suki no Uchi (イヤヨイヤヨモスキノウチ！),Spira Spica (スピラ・スピカ),https://open.spotify.com/track/3cS9L5kLfrhibzyHuowLh4,
Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka? Namiuchigiwa no Okaasan wa Suki desu ka?,,1900,Ending Theme,Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki Mama (通常攻撃が全体攻撃で二回攻撃ママ),Mamako Oosuki (Ai Kayano), ,
"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",Summer 2019,2019,Opening Theme,I'm with you,Latina (Kanon Takao),https://open.spotify.com/track/6aupfGxUobFklJoqjpxH4f,
"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",Summer 2019,2019,Ending Theme,"This is Yuusha, but Zannen!? (This is 勇者, but 残念!?)",Dale (Nobuhiko Okamoto),https://open.spotify.com/track/55EP0d1xOJIzRM6KK7nSY0,
Uchi no Maid ga Uzasugiru! (UzaMaid!),Fall 2018,2018,Opening Theme,Uza Uza☆Wows! (ウザウザ☆わおーっす！),Misha Takanashi (Haruka Shiraishi) & Tsubame Kamoi (Manami Numakura), ,
Uchi no Maid ga Uzasugiru! (UzaMaid!),Fall 2018,2018,Ending Theme,Tokimeki☆Climax (ときめき☆くらいまっくす),Misha Takanashi (Haruka Shiraishi) & Tsubame Kamoi (Manami Numakura), ,
Uchi no Maid ga Uzasugiru!: Uchi no Maid wa Yappari Mou Honto Uzainda naa...,,1900,Opening Theme,Uza Uza☆Wows! (ウザウザ☆わおーっす！),Misha Takanashi (Haruka Shiraishi) & Tsubame Kamoi (Manami Numakura), ,
Uchi no Maid ga Uzasugiru!: Uchi no Maid wa Yappari Mou Honto Uzainda naa...,,1900,Ending Theme,Tokimeki☆Climax (ときめき☆くらいまっくす),Misha Takanashi Haruka Shiraishi) & Tsubame Kamoi (Manami Numakura), ,
Uchi no Shishou wa Shippo ga Nai (My Master Has No Tail),Fall 2022,2022,Opening Theme,幻愛遊戯,GARNiDELiA,https://open.spotify.com/track/1jQSxEc0Yfcj6CmWdpmBZm,
Uchi no Shishou wa Shippo ga Nai (My Master Has No Tail),Fall 2022,2022,Ending Theme,Virginia (ヴァージニア),Hinano,https://open.spotify.com/track/0GuETP0yK6CtVfbLyUWfJD,
Uchi Tama?! Uchi no Tama Shirimasen ka?,Winter 2020,2020,Opening Theme,Friends (フレンズ),wacci,https://open.spotify.com/track/2yw4gK5iALigexA3jUiX3g,
Uchi Tama?! Uchi no Tama Shirimasen ka?,Winter 2020,2020,Ending Theme,Hidamari wo Sagashite (ひだまりを探して),Tama Okamoto, ,
Uchi Tama?! Uchi no Tama Shirimasen ka?,Winter 2020,2020,Ending Theme,Rainy Bull,Bull (Tomoaki Maeno), ,
Uchi Tama?! Uchi no Tama Shirimasen ka?,Winter 2020,2020,Ending Theme,Itsumo Itsumo no Sanpomichi (いつもいつもの散歩道),Pochi Yamada (Kensho Ono), ,
Uchi Tama?! Uchi no Tama Shirimasen ka?,Winter 2020,2020,Ending Theme,Sanchoume no Hoshi☆ (三丁目の星☆),Kuro Mikawa (Yuuichirou Umehara), ,
Uchi Tama?! Uchi no Tama Shirimasen ka?,Winter 2020,2020,Ending Theme,UP TO DATE!,Tora Kiso (Yuusuke Shirai), ,
Uchi Tama?! Uchi no Tama Shirimasen ka?,Winter 2020,2020,Ending Theme,Inu Neko Ellery (犬猫エレジー),Gon Noda (Wataru Hatano), ,
Uchi Tama?! Uchi no Tama Shirimasen ka?,Winter 2020,2020,Ending Theme,Kitty's cutie!,Momo Hanasaki (Kana Hanazawa), ,
Uchi Tama?! Uchi no Tama Shirimasen ka?,Winter 2020,2020,Ending Theme,Nante Koto nai Uta (なんてことない唄),Nora (Yuki Kaji), ,
Uchi Tama?! Uchi no Tama Shirimasen ka?,Winter 2020,2020,Ending Theme,Play with me...?,Koma Oketani (Tomoyo Kurosawa), ,
Uchi Tama?! Uchi no Tama Shirimasen ka?,Winter 2020,2020,Ending Theme,Hallelujah Hallelujah (ハレルヤ・ハレルヤ),Beh Kawara (Yuuma Uchida), ,
Uchi Tama?! Uchi no Tama Shirimasen ka?,Winter 2020,2020,Ending Theme,Sanchoume no Theme (三丁目のテーマ),Sanchoume All Stars (三丁目オールスターズ), ,
"Ueno-san wa Bukiyou (How clumsy you are, Miss Ueno.)",Winter 2019,2019,Opening Theme,Hirameki Heartbeat (閃きハートビート),Miku Itou,https://open.spotify.com/track/4Ps9IG7pfHnFGhmJJfM9mn,
"Ueno-san wa Bukiyou (How clumsy you are, Miss Ueno.)",Winter 2019,2019,Ending Theme,My Pace Science,"Ueno (Yuu Serizawa), Tanaka (Aimi Tanaka), Yamashita (Akari Kageyama)",https://open.spotify.com/track/0eGT5WvtmaBfN9oEHj4ny6,
"Ueno-san wa Bukiyou (How clumsy you are, Miss Ueno.)",Winter 2019,2019,Ending Theme,Love Me Science (ラブミーサイエンス),Ueno (Yuu Serizawa),https://open.spotify.com/track/0YhVp0QGNlTEot2jZvj0DJ,
"Ueno-san wa Bukiyou (How clumsy you are, Miss Ueno.)",Winter 2019,2019,Ending Theme,Houkago Traveler (放課後トラベラー),Ueno (Yuu Serizawa),https://open.spotify.com/track/12RICyya1lKl0ixSXGwpaB,
"Ueno-san wa Bukiyou (How clumsy you are, Miss Ueno.)",Winter 2019,2019,Ending Theme,Cosmo Lumina (コスモルミナ),Ueno (Yuu Serizawa),https://open.spotify.com/track/3Hy3bM3VBMcIx3aZAA4SZD,
"Ueno-san wa Bukiyou (How clumsy you are, Miss Ueno.)",Winter 2019,2019,Ending Theme,Bukiyou Sensation (不器用センセーション),Ueno (Yuu Serizawa),https://open.spotify.com/track/1GyQbjbG6S2NuYMmXPa7i0,
"Ueno-san wa Bukiyou (How clumsy you are, Miss Ueno.)",Winter 2019,2019,Ending Theme,Kokoro no Furiko (心のふりこ),Ueno (Yuu Serizawa),https://open.spotify.com/track/6CoeSA5JO4oaVoeSVZNDcb,
Ulysses: Jehanne Darc to Renkin no Kishi,Fall 2018,2018,Opening Theme,Liberation (リベラシオン),Mai Fuchigami,https://open.spotify.com/track/2Ho6Uvs4V1lOSGtgLHAzpb,
Ulysses: Jehanne Darc to Renkin no Kishi,Fall 2018,2018,Ending Theme,Hyakunen no Melam (百年のメラム),riono, ,
Umibe no Étranger (The Stranger by the Shore),,1900,Ending Theme,Zokkon (ゾッコン),MONO NO AWARE,https://open.spotify.com/track/77yqdAcxgqGIUGFKudZbAA,
Uramichi Oniisan (Life Lessons with Uramichi-Oniisan),Summer 2021,2021,Opening Theme,ABC Taisou (ABC体操),Iketeru Onii-chan (Mamoru Miyano) & Uta no Onee-chan (Nana Mizuki),https://open.spotify.com/track/0sK1plqkEIewKigEcWCgG6,
Uramichi Oniisan (Life Lessons with Uramichi-Oniisan),Summer 2021,2021,Ending Theme,Dream on,Mamoru Miyano,https://open.spotify.com/track/23ILMGaQXEuSQkflOcEJTz,
Uramichi Oniisan (Life Lessons with Uramichi-Oniisan),Summer 2021,2021,Ending Theme,ABC Taisou (ABC体操),Iketeru Onii-chan (Mamoru Miyano) & Uta no Onee-chan (Nana Mizuki), ,
Urasekai Picnic (Otherside Picnic),Winter 2021,2021,Opening Theme,Minikui Ikimono (醜い生き物),CHiCO with HoneyWorks,https://open.spotify.com/track/4kv8V2Buw8oBOB2oP0gas1,
Urasekai Picnic (Otherside Picnic),Winter 2021,2021,Ending Theme,You & Me,Miki Satou (佐藤ミキ),https://open.spotify.com/track/6j04uewYlGesO1udV72rv8,
Urasekai Picnic (Otherside Picnic),Winter 2021,2021,Ending Theme,Machi wo Nukete (街を抜けて),rionos, ,
Urashimasakatasen no Nichijou,Fall 2019,2019,Opening Theme,Calendar Reminder,UraShimaSakataSen,https://open.spotify.com/track/5qFyhcArQLZ9vv3P1n19ZB,
Urusei Yatsura (2022) (Urusei Yatsura),Fall 2022,2022,Opening Theme,アイウエ,"MAISONdes feat. Minami (美波), SAKURAmoti",https://open.spotify.com/track/7rqYTYi70xZBqEMAtSVhXc,
Urusei Yatsura (2022) (Urusei Yatsura),Fall 2022,2022,Opening Theme,アイワナムチュー,"MAISONdes feat. asmi, Surii", ,
Urusei Yatsura (2022) (Urusei Yatsura),Fall 2022,2022,Ending Theme,トウキョウ・シャンディ・ランデヴ,"MAISONdes feat. KAF, Tsumiki",https://open.spotify.com/track/2MmgGuQzr0kkiA04lMdPXW,
