,anime,season,year,category,songname,artist,link,extra
544,Fruits Basket 2nd Season,Spring 2020,2020,Opening Theme,Prism,AmPm ft_ Miyuna,https://open.spotify.com/track/12ZIRTS8x9RBgasDg3q27J,
545,Fruits Basket 2nd Season,Spring 2020,2020,Opening Theme,HOME,Asako Toki (土岐麻子),https://open.spotify.com/track/4FSejBjuCSqv0NsJskPShe,
546,Fruits Basket 2nd Season,Spring 2020,2020,Ending Theme,ad meliora,THE CHARM PARK,https://open.spotify.com/track/4rzw37fRwEoUDx7gulKKHN,
547,Fruits Basket 2nd Season,Spring 2020,2020,Ending Theme,Haseru Mirai (馳せる未来),Uta Arii (ウタ・アリィ),https://open.spotify.com/track/6IeSBfQKv86cGVfcIn2hlF,
548,Fruits Basket 2nd Season,Spring 2020,2020,Ending Theme,Eden,MONKEY MAJIK,https://open.spotify.com/track/7CZKnz9mEt8Z638tyY5cKL,
549,Fruits Basket: The Final (Fruits Basket: The Final Season),Spring 2021,2021,Opening Theme,Pleasure,WARPs UP,https://open.spotify.com/track/3Ri6VyKJACmFm68wQHrsvv,
550,Fruits Basket: The Final (Fruits Basket: The Final Season),Spring 2021,2021,Ending Theme,Haru Urara (春うらら),GENIC,https://open.spotify.com/track/5ZXRWl6ao09loqeA6MJbdb,
551,Fudanshi Koukou Seikatsu (The Highschool Life of a Fudanshi),Summer 2016,2016,Ending Theme,SEKAI wa Boy Meets Boy (SEKAIはボーイミーツボーイ♂),Ryou Sakaguchi (Wataru Hatano), ,
552,"Fudanshi Koukou Seikatsu: Sports no Aki, Bonnou no Aki",,1900,Ending Theme,SEKAI wa Boy Meets Boy (SEKAIはボーイミーツボーイ♂),Ryou Sakaguchi (Wataru Hatano), ,
553,Fugou Keiji: Balance:Unlimited,Spring 2020,2020,Opening Theme,NAVIGATOR,SixTONES, ,
554,Fugou Keiji: Balance:Unlimited,Spring 2020,2020,Ending Theme,Welcome My Friend,OKAMOTO'S,https://open.spotify.com/track/1XWhJEC8H3opIXw7UkGD1e,
555,Futoku no Guild (Immoral Guild),Fall 2022,2022,Opening Theme,Never the Fever!!,Sayaka Sasaki, ,
556,Futoku no Guild (Immoral Guild),Fall 2022,2022,Ending Theme,Sugar Sugar Spice (シュガー・シュガー・スパイス),Minami Kuribayashi, ,
557,"Fuufu Ijou, Koibito Miman.",Fall 2022,2022,Opening Theme,TRUE FOOL LOVE,Liyuu, ,
558,"Fuufu Ijou, Koibito Miman.",Fall 2022,2022,Ending Theme,Stuck on you,Nowlu, ,
559,Gaikotsu Shotenin Honda-san (Skull-face Bookseller Honda-san),Fall 2018,2018,Opening Theme,ISBN ~Inner Sound & Book's Narrative~,TECHNOBOYS PULCRAFT GREEN-FUND feat_ Honda (Souma Saitou),https://open.spotify.com/track/45LbuCWdQJbotBQZDa5LAv,
560,Gaikotsu Shotenin Honda-san (Skull-face Bookseller Honda-san),Fall 2018,2018,Ending Theme,"Book-end, Happy-end",TECHNOBOYS PULCRAFT GREEN-FUND feat_ Hiroshi Takano,https://open.spotify.com/track/7hXQFvgM4xcD4YeqzjlIIf,
561,Gal to Kyouryuu (Gal & Dino),Spring 2020,2020,Opening Theme,Kyouryuu Agemizawa☆ (恐竜あげみざわ☆),"Kyouruu Friends [Kaede (Miyuri Shimabukuro, Yamada (Yuko Natsuyoshi), Senpai (Youki Kudou), Shouta (Seiichirou Yamashita)]",https://open.spotify.com/track/01u8l6i3h2BLziR0oy0RuH,
562,Gal to Kyouryuu (Gal & Dino),Spring 2020,2020,Ending Theme,Peaceful Days,Ryuuko Takahashi (高橋竜子),https://open.spotify.com/track/4qVgobLIG80y8BdVUsxmfY,
563,Gamers!,Summer 2017,2017,Opening Theme,GAMERS!,"Karen Tendou (Hisako Kanemoto), Chiaki Hoshinomori (Manaka Iwami), Aguri (Rumi Ookubo)",https://open.spotify.com/track/32jmUPib1d2M5ctebwTrm1,
564,Gamers!,Summer 2017,2017,Ending Theme,Fight on!,Luce Twinkle Wink☆,https://open.spotify.com/track/5HKNbCDHSIyX8ta1nVJnXL,
565,Gamers!,Summer 2017,2017,Ending Theme,Koi no Prologue_ (恋のprologue＊),Luce Twinkle Wink☆,https://open.spotify.com/track/3LZc1QKn8wIk5C9JV3J8kp,
566,Gekidol: Actidol Project (Gekidol),Winter 2021,2021,Opening Theme,Gekidol! (ゲキドル！),"Seria Morino (Hikaru Akao), Airi Kagami (Chihara Mochida), Mayuri Nakamura (Amina Satou), Akira Asagi (Nozomi Yamamoto), Aimi Fujita (Asami Takano), Kazuhara Yamamoto (Aya Akiyoshi)", ,
567,Gekidol: Actidol Project (Gekidol),Winter 2021,2021,Opening Theme,Toki no Tsubasa Chrono Geizer (時の翼 Chrono Geizer),"Seria Morino (Hikaru Akao), Airi Kagami (Chihara Mochida), Mayuri Nakamura (Amina Satou), Akira Asagi (Nozomi Yamamoto), Aimi Fujita (Asami Takano), Kazuhara Yamamoto (Aya Akiyoshi)", ,
568,Gekidol: Actidol Project (Gekidol),Winter 2021,2021,Ending Theme,Kizuna (キズナ),Uno Blaqlo, ,
569,Gekidol: Actidol Project (Gekidol),Winter 2021,2021,Ending Theme,Seifuku DOLL (制服DOLL),Uno Blaqlo, ,
570,Gekidol: Actidol Project (Gekidol),Winter 2021,2021,Ending Theme,Tokyo Lonely Girl (トーキョーロンリーガール),Uno Blaqlo, ,
571,Gekidol: Actidol Project (Gekidol),Winter 2021,2021,Ending Theme,Dandelion Girl (ダンデライオンガール),BlowBackNotes, ,
572,Gekidol: Actidol Project (Gekidol),Winter 2021,2021,Ending Theme,Gekidol! (ゲキドル！),"Seria Morino (Hikaru Akao), Airi Kagami (Chihara Mochida), Mayuri Nakamura (Amina Satou), Akira Asagi (Nozomi Yamamoto), Aimi Fujita (Asami Takano), Kazuhara Yamamoto (Aya Akiyoshi)", ,
573,Gekkan Shoujo Nozaki-kun (Monthly Girls' Nozaki-kun),Summer 2014,2014,Opening Theme,Kimi ja Nakya Dame Mitai (君じゃなきゃダメみたい),Masayoshi Ooishi (大石昌良),https://open.spotify.com/track/4fgzmtGRCxEZngg3kNyZT6,
574,Gekkan Shoujo Nozaki-kun (Monthly Girls' Nozaki-kun),Summer 2014,2014,Ending Theme,Ura Omote Fortune (ウラオモテ・フォーチュン),Chiyo Sakura (CV_ Ari Ozawa),https://open.spotify.com/track/3CnkJahmiC2Wls7XeKULXi,
575,Genjitsu Shugi Yuusha no Oukoku Saikenki,Summer 2021,2021,Opening Theme,HELLO HORIZON,Inori Minase,https://open.spotify.com/track/2lQmoRbCLpvWA2vt0Lnh41,
576,Genjitsu Shugi Yuusha no Oukoku Saikenki,Summer 2021,2021,Ending Theme,Kazanear (カザニア),Aimi,https://open.spotify.com/track/2DwutGldROy1YEUZCHb5bj,
577,Gibiate,Summer 2020,2020,Opening Theme,GIBIATE,Yoshida Brothers feat SUGIZO,https://open.spotify.com/track/1jJKptNrByFvupjHfLH5Gl,
578,Gibiate,Summer 2020,2020,Ending Theme,ENDLESS ~Toki wo Koete~ (ENDLESS～時を超えて～),ENDLESS, ,
579,Given,Summer 2019,2019,Opening Theme,Kizuato (キヅアト),Centimilimental (センチミリメンタル),https://open.spotify.com/track/1fYOMkDlytS5iI3zISW0we,
580,Given,Summer 2019,2019,Ending Theme,Marutsuke - Piano ver_ (まるつけ -Piano ver_-),Centimillimental,https://open.spotify.com/track/4qn0u2u7iprflVliZMRVIO,
581,Given,Summer 2019,2019,Ending Theme,Marutsuke (まるつけ),Given [Mafuyu Satou (Shougo Yano),https://open.spotify.com/track/6I4XVa47mfQ9MapC0ThmkO,
582,Given Movie,,1900,Ending Theme,Bokura dake no Shudaika (僕らだけの主題歌),Centimilimental (センチミリメンタル),https://open.spotify.com/track/0wS1jLwkJkGyMvzyJW5XMy,
583,Glasslip,Summer 2014,2014,Opening Theme,Natsu no Hi to Kimi no Koe (夏の日と君の声),ChouCho,https://open.spotify.com/track/6a0LA7WcQCcqwiyJCt7859,
584,Glasslip,Summer 2014,2014,Ending Theme,Toumei na Sekai (透明な世界),nano_RIPE,https://open.spotify.com/track/4IXpvHckPiFw5slymZ5Gej,
585,Glasslip,Summer 2014,2014,Ending Theme,Natsu no Hi to Kimi no Koe (夏の日と君の声),ChouCho,https://open.spotify.com/track/6a0LA7WcQCcqwiyJCt7859,
586,Gleipnir,Spring 2020,2020,Opening Theme,Altern-ate-,H-el-ical__,https://open.spotify.com/track/6IJJ8gIHQduNLbCIfvdSbF,
587,Gleipnir,Spring 2020,2020,Ending Theme,Ame to Taieki to Nioi (雨と体液と匂い),Mili,https://open.spotify.com/track/1ouz5gvh7XQm0Ryj7OwKZ1,
588,Goblin Slayer,Fall 2018,2018,Opening Theme,Rightfully,Mili,https://open.spotify.com/track/1SGRo6M1h1vUlUQyM0yF8U,
589,Goblin Slayer,Fall 2018,2018,Ending Theme,Gin no Kisei (銀の祈誓),Soraru,https://open.spotify.com/track/3CrGUiQaHX1ikHWuWjWuzo,
590,Goblin Slayer,Fall 2018,2018,Ending Theme,Though Our Paths May Diverge,Mili,https://open.spotify.com/track/0B7xHiIth1ecYATuFbha1R,
591,Goblin Slayer,Fall 2018,2018,Ending Theme,Within,Mili,https://open.spotify.com/track/3ke8a2kjks4dJzPGN15nOS,
592,Goblin Slayer: Bouken Kiroku Youshi - Adventure Sheet,,1900,Opening Theme,Rightfully,Mili,https://open.spotify.com/track/1SGRo6M1h1vUlUQyM0yF8U,
593,Goblin Slayer: Bouken Kiroku Youshi - Adventure Sheet,,1900,Ending Theme,Gin no Kisei (銀の祈誓),Soraru,https://open.spotify.com/track/3CrGUiQaHX1ikHWuWjWuzo,
594,Goblin Slayer: Goblin's Crown,,1900,Ending Theme,Static,Mili,https://open.spotify.com/track/1m66e4X9MOiLKNQZwYS9Qy,
595,Godzilla: S.P (Godzilla Singular Point),Spring 2021,2021,Opening Theme,in case,BiSH,https://open.spotify.com/track/0m6gd9kYPfF9hGlRQ1COeB,
596,Godzilla: S.P (Godzilla Singular Point),Spring 2021,2021,Ending Theme,Aoi (青い),POLKADOT STINGRAY,https://open.spotify.com/track/6zY1qStXzwVqWC4UVxvENW,
597,Gokukoku no Brynhildr (Brynhildr in the Darkness),Spring 2014,2014,Opening Theme,BRYNHILDR IN THE DARKNESS -Ver_ EJECTED-,Nao Tokisawa (鴇沢 直), ,
598,Gokukoku no Brynhildr (Brynhildr in the Darkness),Spring 2014,2014,Opening Theme,Virtue and Vice,"Fear, and loathing in Las Vegas",https://open.spotify.com/track/5gL1EcFRvNFvyVnkJasNbE,
599,Gokukoku no Brynhildr (Brynhildr in the Darkness),Spring 2014,2014,Ending Theme,Ichibanboshi (いちばん星),"Neko Kuroha (Risa Taneda), Kana Tachibana (Aya Suzaki), Kazumi Schlierenzauer (M_A_O), Kotori Takatori (Azusa Tadokoro)", ,
600,Gokukoku no Brynhildr: Kara Sawagi,,1900,Opening Theme,BRYNHILDR IN THE DARKNESS -Ver_ EJECTED-,Nao Tokisawa (鴇沢 直), ,
601,Gokukoku no Brynhildr: Kara Sawagi,,1900,Ending Theme,Ichiban Boshi (いちばん星),"Neko Kuroha (CV_ Risa Taneda), Kana Tachibana (CV_ Aya Suzaki), Kazumi Schlierenzauer (CV_ MAO), Kotori Takatori (CV_ Azusa Tadokoro)", ,
602,Gokushufudou (The Way of the Househusband),,1900,Opening Theme,Shufu no Michi (シュフノミチ),Uchikubi Gokumon Doukoukai (打首獄門同好会),https://open.spotify.com/track/15p6K4jwZyLt66o2agB7bI,
603,Gokushufudou (The Way of the Househusband),,1900,Ending Theme,Goku・Fufukaidou (極・夫婦街道),Uchikubi Gokumon Doukoukai (打首獄門同好会),https://open.spotify.com/track/55YmPgLRRqMktFTOBtWT4x,
604,Golden Time,Fall 2013,2013,Opening Theme,Golden Time,Yui Horie,https://open.spotify.com/track/3RptL5H0xVCu0UOvQwVnit,
605,Golden Time,Fall 2013,2013,Opening Theme,The♡World's♡End,Yui Horie,https://open.spotify.com/track/1q0hYmsjjXnDOV5EXZmBUL,
606,Golden Time,Fall 2013,2013,Ending Theme,Sweet & Sweet CHERRY,Yui Horie,https://open.spotify.com/track/39p9VflB92KhgJD6TdTvof,
607,Golden Time,Fall 2013,2013,Ending Theme,Hanneikyuuteki ni Aishite yo♡ (半永久的に愛してよ♡),Yui Horie,https://open.spotify.com/track/5CyM9m4CTPJrwdAdMrMK0O,
608,Golden Time,Fall 2013,2013,Ending Theme,Golden Time,Yui Horie,https://open.spotify.com/track/3RptL5H0xVCu0UOvQwVnit,
609,Gosick,Winter 2011,2011,Opening Theme,Destin Histoire,yoshiki_lisa (吉木りさ),https://open.spotify.com/track/3qaywuuaEBUWdowIerY0J7,
610,Gosick,Winter 2011,2011,Ending Theme,Resuscitated Hope,Lisa Komine, ,
611,Gosick,Winter 2011,2011,Ending Theme,unity,Lisa Komine, ,
612,Granbelm,Summer 2019,2019,Opening Theme,Tsuki wo Ou Mayonaka (月を追う真夜中),Eir Aoi,https://open.spotify.com/track/44nPRe9D8i3BJiTcxYyfp3,
613,Granbelm,Summer 2019,2019,Ending Theme,Negai (願い),Uru,https://open.spotify.com/track/3Y3daHzbI3BRxsx0yvGdNz,
614,Granbelm,Summer 2019,2019,Ending Theme,Scenery,Uru,https://open.spotify.com/track/3jbMzduoawCvNSv0Qum7PN,
615,Grancrest Senki (Record of Grancrest War),Winter 2018,2018,Opening Theme,starry,Mashiro Ayano,https://open.spotify.com/track/0bXCBPRQnjIUW1vG5WeGwT,
616,Grancrest Senki (Record of Grancrest War),Winter 2018,2018,Opening Theme,Rin (凛),ASCA,https://open.spotify.com/track/5KeZzt4mImRvIo4TCRQxqm,
617,Grancrest Senki (Record of Grancrest War),Winter 2018,2018,Ending Theme,PLEDGE,ASCA,https://open.spotify.com/track/1FBjEF5OtAruyR522MTAxr,
618,Grancrest Senki (Record of Grancrest War),Winter 2018,2018,Ending Theme,Shoudou (衝動),Mashiro Ayano,https://open.spotify.com/track/07ST3nTysmOzJhkW2qKX2M,
619,Grand Blue (Grand Blue Dreaming),Summer 2018,2018,Opening Theme,Grand Blue,Shounan no Kaze,https://open.spotify.com/track/2xZyd4VDrWOz2bHZRvt5Xu,
620,Grand Blue (Grand Blue Dreaming),Summer 2018,2018,Ending Theme,Konpeki no Alfine ~Nikenme ni Karaoke ni Haitta Oretachi no Tension Super MAX ver_~ (紺碧のアル・フィーネ ～二軒目にカラオケに入った俺たちのテンションスーパーMAXver_～),Izu no Kaze (伊豆乃風) [Iori Kitahar,https://open.spotify.com/track/4qmU2SbBS2lBHhAzXJq1Ft,
621,Grand Blue (Grand Blue Dreaming),Summer 2018,2018,Ending Theme,Konpeki no Alpine ~Kaya Mizuki ver_~,Kaya Mizuki, ,
622,Great Pretender,Summer 2020,2020,Opening Theme,G_P_,Yutaka Yamada,https://open.spotify.com/track/0QUW4OREPB09dHwGRGfiGF,
623,Great Pretender,Summer 2020,2020,Ending Theme,The Great Pretender,Freddie Mercury,https://open.spotify.com/track/4xm2RpQtpFVlPlO1v4BrBr,
624,Guilty Crown,Fall 2011,2011,Opening Theme,Euterpe,EGOIST; produced,https://open.spotify.com/track/6Nn8ICNjGU9Phg3TbZZs1L,
625,Guilty Crown,Fall 2011,2011,Opening Theme,My Dearest,supercell; performed,https://open.spotify.com/track/5HhYHpxwdGTCO5YK7dycoT,
626,Guilty Crown,Fall 2011,2011,Opening Theme,The Everlasting Guilty Crown,EGOIST; produced,https://open.spotify.com/track/6RTNGOolCm3n6OIC8jOj58,
627,Guilty Crown,Fall 2011,2011,Ending Theme,Departures ~Anata ni Okuru Ai no Uta~ (Departures ~あなたにおくるアイの歌~),EGOIST; produced,https://open.spotify.com/track/3OhpsmXiZw358hqTKgmaww,
628,Guilty Crown,Fall 2011,2011,Ending Theme,Kokuhaku (告白),supercell; performed,https://open.spotify.com/track/6HKa0oFjsPBfohTBFkPy84,
629,Guilty Crown: Lost Christmas - An Episode of Port Town,,1900,Ending Theme,Planetes,EGOIST; produced,https://open.spotify.com/track/1GUnIBiLhgEwSQJzGNuUrk,
630,Gunjou no Magmell (Ultramarine Magmell),Spring 2019,2019,Opening Theme,Dash&Daaash!!,Fudanjuku (風男塾),https://open.spotify.com/track/7vzWPRAvoEbpagmotWJWm3,
631,Gunjou no Magmell (Ultramarine Magmell),Spring 2019,2019,Ending Theme,The Key,a flood of circle,https://open.spotify.com/track/12WfbUv9lv5HtyUdXqb7WH,
632,Gyo (GYO: Tokyo Fish Attack!),,1900,Ending Theme,End Theme,Nami Nakagawa (中川奈美), ,
633,Gyokou no Nikuko-chan (Fortune Favors Lady Nikuko),,1900,Opening Theme,Image no Uta (イメージの詩),Kurumi Inagaki (稲垣来泉),https://open.spotify.com/track/0v5Eip6KvsgtkSSl6GC32g,
634,Gyokou no Nikuko-chan (Fortune Favors Lady Nikuko),,1900,Ending Theme,Taketen (たけてん),GReeeeN,https://open.spotify.com/track/2ScPlHiBykNQEvJ511R1HI,
635,"Hachi-nan tte, Sore wa Nai deshou!",Spring 2020,2020,Opening Theme,Jikuu no Mayoi Hito (時空の迷い人),Demon Kakka and Arika Takarano (ALI PROJECT),https://open.spotify.com/track/6176ZiO8qAaXJ5uarXk9i5,
636,"Hachi-nan tte, Sore wa Nai deshou!",Spring 2020,2020,Ending Theme,Tsukiagari no Monologue (月明かりのMonologue),AKINO arai and AKINO from bless4,https://open.spotify.com/track/2oZCUvyJweCFKkLmUk7law,
637,Hai to Gensou no Grimgar (Grimgar: Ashes and Illusions),Winter 2016,2016,Opening Theme,Knew day,(K)NoW_NAME,https://open.spotify.com/track/0jD9vgDvsn9rkDmZpu06PT,
638,Hai to Gensou no Grimgar (Grimgar: Ashes and Illusions),Winter 2016,2016,Ending Theme,Knew day,(K)NoW_NAME,https://open.spotify.com/track/0jD9vgDvsn9rkDmZpu06PT,
639,Hai to Gensou no Grimgar (Grimgar: Ashes and Illusions),Winter 2016,2016,Ending Theme,Harvest,(K)NoW_NAME,https://open.spotify.com/track/6KOi28b98YkZNMgFkb4QO3,
640,Hai to Gensou no Grimgar (Grimgar: Ashes and Illusions),Winter 2016,2016,Ending Theme,Harvest,Shihoru (Haruka Terui),https://open.spotify.com/track/72IvHWzN9wiHQcZKIjNURE,
641,Hai to Gensou no Grimgar (Grimgar: Ashes and Illusions),Winter 2016,2016,Ending Theme,Cultivate,(K)NoW_NAME,https://open.spotify.com/track/5Hu1N7iBqMt9ig24RWsbkg,
642,Hai to Gensou no Grimgar: Furoagari no Kabe ni Kaketa Seishun - One More Centimeter,,1900,Opening Theme,Knew day,(K)NoW_NAME,https://open.spotify.com/track/6KOi28b98YkZNMgFkb4QO3,
643,Hai to Gensou no Grimgar: Furoagari no Kabe ni Kaketa Seishun - One More Centimeter,,1900,Ending Theme,Harvest,(K)NoW_NAME,https://open.spotify.com/track/0jD9vgDvsn9rkDmZpu06PT,
644,Hajimete no Gal (My First Girlfriend is a Gal),Summer 2017,2017,Opening Theme,Hajimete no SEASON (はじめてのSEASON),Junjou no Afilia (純情のアフィリア),https://open.spotify.com/track/4YkyCjBadBfqeiusuz4KCr,
645,Hajimete no Gal (My First Girlfriend is a Gal),Summer 2017,2017,Ending Theme,GAL-tic Love (GAL的LOVE（ギャルチックラブ）),Erabareshi (エラバレシ),https://open.spotify.com/track/1FEMelte5xIjLIHZNXUrK2,
646,Hajimete no Gal: Hajimete no Bunkasai,,1900,Opening Theme,Hajimete no SEASON (はじめてのSEASON),Junjou no Afilia (純情のアフィリア),https://open.spotify.com/track/4YkyCjBadBfqeiusuz4KCr,
647,Hajimete no Gal: Hajimete no Bunkasai,,1900,Ending Theme,GAL-tic Love (GAL的LOVE（ギャルチックラブ）),Erabareshi (エラバレシ),https://open.spotify.com/track/77f1ZBEtwkqkHFmCS2Ob16,
648,Hakubo (Twilight),,1900,Ending Theme,Tooku (とおく),AZUMA HITOMI, ,
649,Hametsu no Mars (Mars of Destruction),,1900,Opening Theme,Valkyrie Kikou,Richard Wagner, ,
650,Hand Shakers,Winter 2017,2017,Opening Theme,One Hand Message,OxT (Masayoshi Oishi x Tom-H@ck), ,
651,Hand Shakers,Winter 2017,2017,Ending Theme,Yume Miru Ame (ユメミル雨),Akino Arai, ,
652,Happy Sugar Life,Summer 2018,2018,Opening Theme,One Room Sugar Life (ワンルームシュガーライフ),Akari Nanawo (ナナヲアカリ),https://open.spotify.com/track/2jtI8cQPtIiV9u5OXESTPm,
653,Happy Sugar Life,Summer 2018,2018,Ending Theme,SWEET HURT,ReoNa,https://open.spotify.com/track/6HpT1pNhenYMIYY9vWgJoc,
654,Happy Sugar Life,Summer 2018,2018,Ending Theme,Canaria (カナリア),ReoNa,https://open.spotify.com/track/4vn0eCi3dRwGDHdyskh3Oy,
655,HaruChika: Haruta to Chika wa Seishun suru,Winter 2016,2016,Opening Theme,Niji wo Ametara (虹を編めたら),fhána,https://open.spotify.com/track/6HD1Nc4MMeirz4izAkq5St,
656,HaruChika: Haruta to Chika wa Seishun suru,Winter 2016,2016,Ending Theme,Kuusou Triangle (空想トライアングル),ChouCho,https://open.spotify.com/track/2aZsQpLneag7DxnZbnFCmN,
657,Hashiri Tsuzukete Yokatta tte. (I'm glad I could keep running.),Fall 2018,2018,Opening Theme,Yume Fanfare (夢ファンファーレ),LIP×LIP,https://open.spotify.com/track/1corYorswlHDf2RbnZAkMc,
658,Hashiri Tsuzukete Yokatta tte. (I'm glad I could keep running.),Fall 2018,2018,Ending Theme,Aikatsu Happy End (アイカツハッピーエンド),＝LOVE,https://open.spotify.com/track/2wbF4sb7IpBMQ7T6Lem10j,
659,Hataage! Kemono Michi (Kemono Michi: Rise Up),Fall 2019,2019,Opening Theme,Fight! Kemoner Mask (闘魂（ファイト）！ケモナーマスク),NoB with Kemoner Mask (Katsuyuki Konishi), ,
660,Hataage! Kemono Michi (Kemono Michi: Rise Up),Fall 2019,2019,Ending Theme,Anegdot (アネクドット),Momosu Momosu (ももすももす),https://open.spotify.com/track/2f95dlsVs75NE7XpZGFjAv,
661,Hataraku Maou-sama! (The Devil is a Part-Timer!),Spring 2013,2013,Opening Theme,ZERO!!,Minami Kuribayashi ,https://open.spotify.com/track/7l8CkFFxcbH09wwBzq4XWi,
662,Hataraku Maou-sama! (The Devil is a Part-Timer!),Spring 2013,2013,Ending Theme,Gekka (月花),nano_RIPE,https://open.spotify.com/track/0zerM0RjJHwkE4AJYpLhVk,
663,Hataraku Maou-sama! (The Devil is a Part-Timer!),Spring 2013,2013,Ending Theme,ZERO!!,Minami Kuribayashi ,https://open.spotify.com/track/7l8CkFFxcbH09wwBzq4XWi,
664,Hataraku Maou-sama! (The Devil is a Part-Timer!),Spring 2013,2013,Ending Theme,Star Chart (スターチャート),nano_RIPE,https://open.spotify.com/track/1oGHgkRdCINNjcnXtO8L4E,
665,Hataraku Maou-sama! (The Devil is a Part-Timer!),Spring 2013,2013,Ending Theme,Tsumabiku Hitori (ツマビクヒトリ),nano_RIPE,https://open.spotify.com/track/0kp8ZWbvp1teTlQNv05Bn6,
666,Hataraku Saibou (Cells at Work!),Summer 2018,2018,Opening Theme,Mission! Ken Kou Dai Ichi (ミッション！健・康・第・イチ),"Sekkekkyuu (Kana Hanazawa), Hakkekkyuu (Tomoaki Maeno), Killer T Saibou (Daisuke Ono), Macrophage (Kikuko Inoue)", ,
667,Hataraku Saibou (Cells at Work!),Summer 2018,2018,Ending Theme,CheerS,ClariS,https://open.spotify.com/track/6LviUINW46LCsYHvisuGuD,
668,Hataraku Saibou Black (Cells at Work! CODE BLACK!),Winter 2021,2021,Opening Theme,Hashire! with Seiya Yamasaki (Kyusonekokami) (走れ！ with ヤマサキセイヤ（キュウソネコカミ）),Hiroyuki Hayashi (Polysics) (ハヤシヒロユキ（POLYSICS）), ,
669,Hataraku Saibou Black (Cells at Work! CODE BLACK!),Winter 2021,2021,Ending Theme,Ue wo Muite Hakobou with Sekkekkyuu & Hakkekkyuu (上を向いて運ぼう with 赤血球・白血球),Hiroyuki Hayashi (Polysics) (ハヤシヒロユキ（POLYSICS）), ,
670,Hataraku Saibou!! (Cells at Work!!),Winter 2021,2021,Opening Theme,GO! GO! Saibou Fiesta,"Sekkekkyuu (Kana Hanazawa), Hakkekkyuu (Tomoaki Maeno), Killer T Saibou _ Memory T Saibou (Daisuke Ono), Macrophage (Kikuko Inoue), Ippan Saibou (Yuusuke Kobayashi), Nyuusankin (Yuuri Yoshida)", ,
671,Hataraku Saibou!! (Cells at Work!!),Winter 2021,2021,Ending Theme,Fight!!,ClariS,https://open.spotify.com/track/5Vqe6O1inyJuf54FsCm5SL,
672,Hataraku Saibou: Kaze Shoukougun (Cells at Work Special),,1900,Opening Theme,Mission! Ken Kou Dai Ichi (ミッション！健・康・第・イチ),"Sekkekkyuu (Kana Hanazawa), Hakkekkyuu (Tomoaki Maeno), Killer T Saibou (Daisuke Ono), Macrophage (Kikuko Inoue)", ,
673,Hataraku Saibou: Kaze Shoukougun (Cells at Work Special),,1900,Ending Theme,CheerS,ClariS,https://open.spotify.com/track/6LviUINW46LCsYHvisuGuD,
